#time,accel_x,accel_y,accel_z
644.716967,592.164754,-1036.288319,-77835.302597
644.719539,1036.288319,-888.247130,-78141.740796
644.722112,740.205942,-1036.288319,-77835.302597
644.724684,444.123565,-1184.329507,-77835.302597
644.727256,592.164754,-888.247130,-77988.521696
644.729829,444.123565,-1184.329507,-77375.645298
644.732401,592.164754,-1332.370696,-77988.521696
644.734973,444.123565,-740.205942,-77835.302597
644.737546,740.205942,-1036.288319,-77988.521696
644.740118,1036.288319,-740.205942,-77835.302597
644.742691,296.082377,-1036.288319,-78294.959896
644.745263,296.082377,-1332.370696,-78294.959896
644.747835,1036.288319,-740.205942,-78448.178995
644.750408,296.082377,-888.247130,-77682.083497
644.752980,888.247130,-888.247130,-77988.521696
644.755553,4145.153275,296.082377,-77835.302597
644.758125,6217.729913,-1480.411884,-79673.931792
644.760697,4293.194464,-1036.288319,-78754.617194
644.763270,3997.112087,2220.617826,-78141.740796
644.765842,3108.864956,-592.164754,-78754.617194
644.768415,148.041188,-296.082377,-78448.178995
644.770987,888.247130,1036.288319,-77069.207099
644.773559,3108.864956,2664.741391,-78448.178995
644.776132,7846.182985,5921.647536,-77835.302597
644.778704,6217.729913,10510.924376,-77069.207099
644.781276,3404.947333,10658.965565,-78907.836294
644.783849,-2664.741391,-1924.535449,-79673.931792
644.786421,-3404.947333,-13767.830521,-78754.617194
644.788994,-1036.288319,-13027.624579,-77069.207099
644.791566,1036.288319,-6513.812290,-77069.207099
644.794138,-2960.823768,-6661.853478,-78448.178995
644.796711,-3404.947333,-4589.276840,-79061.055394
644.799283,-3552.988522,-1036.288319,-78448.178995
644.801856,1628.453072,6661.853478,-77222.426198
644.804428,1036.288319,3997.112087,-77222.426198
644.807000,1332.370696,-7254.018232,-78907.836294
644.809573,-2664.741391,-9474.636058,-78448.178995
644.812145,-6217.729913,-2812.782580,-78754.617194
644.814717,-1184.329507,-1480.411884,-78448.178995
644.817289,148.041188,-5033.400406,-78601.398095
644.819861,148.041188,-3701.029710,-78448.178995
644.822433,-592.164754,-1924.535449,-78754.617194
644.825006,444.123565,1184.329507,-78754.617194
644.827578,0.000000,-1924.535449,-78294.959896
644.830150,-4441.235652,-1628.453072,-79061.055394
644.832722,-3404.947333,-3404.947333,-78141.740796
644.835294,740.205942,-1628.453072,-77682.083497
644.837866,0.000000,-2516.700203,-77682.083497
