#time,accel_x,accel_y,accel_z
1018.714367,1036.288319,-1480.411884,-78448.178995
1018.716941,592.164754,-1332.370696,-77375.645298
1018.719514,740.205942,-1628.453072,-77988.521696
1018.722087,740.205942,-1184.329507,-78448.178995
1018.724660,888.247130,-1184.329507,-77528.864398
1018.727233,296.082377,-1480.411884,-78294.959896
1018.729806,740.205942,-1184.329507,-78448.178995
1018.732379,740.205942,-888.247130,-77222.426198
1018.734952,740.205942,-444.123565,-78141.740796
1018.737525,740.205942,-444.123565,-77375.645298
1018.740098,592.164754,-1332.370696,-77528.864398
1018.742671,1184.329507,-592.164754,-77528.864398
1018.745244,5477.523971,-296.082377,-77222.426198
1018.747817,2812.782580,-1036.288319,-77375.645298
1018.750390,3997.112087,-444.123565,-77222.426198
1018.752964,7550.100608,-1036.288319,-77528.864398
1018.755537,3108.864956,-444.123565,-78141.740796
1018.758110,444.123565,-148.041188,-76915.987999
1018.760683,592.164754,1776.494261,-77682.083497
1018.763256,3256.906145,2664.741391,-78294.959896
1018.765829,9918.759623,7550.100608,-76762.768900
1018.768402,4885.359217,11399.171507,-78448.178995
1018.770975,6365.771101,13175.665768,-78294.959896
1018.773548,-1036.288319,-2664.741391,-78754.617194
1018.776121,-3108.864956,-12731.542202,-78294.959896
1018.778694,-592.164754,-11991.336260,-76609.549800
1018.781267,2664.741391,-5181.441594,-77835.302597
1018.783840,296.082377,-6217.729913,-78448.178995
1018.786414,-2220.617826,-2812.782580,-78754.617194
1018.788987,-5477.523971,3701.029710,-78754.617194
1018.791562,-1628.453072,7105.977043,-76915.987999
1018.794138,2220.617826,1036.288319,-77375.645298
1018.796714,2960.823768,-8438.347739,-78907.836294
1018.799289,-2368.659014,-6957.935855,-77682.083497
1018.801865,-5625.565159,-2072.576638,-77988.521696
1018.804440,-148.041188,-1628.453072,-78294.959896
1018.807016,-2072.576638,-5181.441594,-78601.398095
1018.809592,1036.288319,-1776.494261,-78141.740796
1018.812167,1332.370696,-444.123565,-78448.178995
1018.814743,1924.535449,-1184.329507,-77835.302597
1018.817319,1924.535449,-4885.359217,-76762.768900
1018.819894,-1776.494261,-2812.782580,-77222.426198
1018.822470,-3997.112087,-888.247130,-77069.207099
1018.825046,-2220.617826,-3997.112087,-78141.740796
1018.827621,-2664.741391,-6069.688724,-77222.426198
1018.830197,2220.617826,-6365.771101,-77222.426198
1018.832773,3256.906145,-2516.700203,-78294.959896
1018.835348,148.041188,-4737.318029,-78448.178995
1018.837924,-4145.153275,-5477.523971,-78294.959896
1018.840500,-7698.141797,-9030.512492,-78601.398095
1018.843075,-5329.482782,-6957.935855,-77069.207099
1018.845651,2960.823768,592.164754,-77528.864398
1018.848227,5921.647536,-1776.494261,-78294.959896
1018.850802,-592.164754,-2664.741391,-78294.959896
1018.853378,-8882.471304,-592.164754,-77682.083497
1018.855954,1480.411884,2812.782580,-77069.207099
1018.858529,296.082377,-4737.318029,-78754.617194
1018.861105,-3552.988522,-6365.771101,-78294.959896
1018.863680,1776.494261,-4145.153275,-77222.426198
1018.866256,2072.576638,-1332.370696,-77988.521696
1018.868832,4885.359217,-592.164754,-78448.178995
1018.871407,1184.329507,2960.823768,-78294.959896
1018.873983,4293.194464,6661.853478,-78601.398095
1018.876559,-592.164754,5033.400406,-76762.768900
1018.879134,-1184.329507,-3108.864956,-78448.178995
1018.881710,1184.329507,-4589.276840,-78754.617194
1018.884286,5773.606348,592.164754,-77222.426198
1018.886861,6365.771101,1184.329507,-78141.740796
1018.889437,1480.411884,2812.782580,-78754.617194
1018.892013,-1480.411884,4145.153275,-77069.207099
1018.894590,1332.370696,3404.947333,-78907.836294
1018.897167,5181.441594,3404.947333,-77682.083497
1018.899744,6365.771101,2368.659014,-79214.274493
1018.902321,5477.523971,-444.123565,-78448.178995
1018.904897,148.041188,-148.041188,-78448.178995
1018.907474,-592.164754,3256.906145,-77375.645298
1018.910051,4145.153275,296.082377,-77988.521696
1018.912628,7105.977043,-296.082377,-78754.617194
1018.915205,5181.441594,-740.205942,-78141.740796
1018.917782,4145.153275,1036.288319,-77222.426198
1018.920359,1332.370696,2220.617826,-76915.987999
1018.922936,4293.194464,-1776.494261,-77835.302597
1018.925512,3997.112087,0.000000,-77835.302597
1018.928089,2072.576638,2664.741391,-77222.426198
1018.930666,2812.782580,3256.906145,-76609.549800
1018.933243,2812.782580,0.000000,-78754.617194
1018.935820,1776.494261,2664.741391,-78448.178995
1018.938397,3552.988522,6661.853478,-77375.645298
1018.940974,7994.224174,4145.153275,-78294.959896
1018.943551,3552.988522,592.164754,-77988.521696
1018.946128,-1776.494261,-2368.659014,-77682.083497
1018.948704,-2220.617826,-4737.318029,-78601.398095
1018.951281,5033.400406,1776.494261,-77528.864398
1018.953858,10214.842000,1036.288319,-77835.302597
1018.956435,5033.400406,-2368.659014,-78294.959896
1018.959012,-888.247130,4441.235652,-78448.178995
1018.961589,-6661.853478,-592.164754,-78294.959896
1018.964166,-6217.729913,-6365.771101,-77988.521696
1018.966743,1924.535449,-7550.100608,-77835.302597
1018.969320,7254.018232,-4737.318029,-77835.302597
1018.971896,444.123565,-592.164754,-78141.740796
1018.974473,-3404.947333,-4293.194464,-78448.178995
1018.977050,-7846.182985,-3552.988522,-79367.493593
1018.979627,444.123565,2072.576638,-77375.645298
1018.982204,4145.153275,-1924.535449,-77835.302597
1018.984781,-3849.070898,-7846.182985,-79214.274493
1018.987358,-4885.359217,-6365.771101,-77682.083497
1018.989935,-4589.276840,-7254.018232,-77988.521696
1018.992512,-1924.535449,-3108.864956,-77069.207099
1018.995088,1332.370696,-2516.700203,-78141.740796
1018.997667,4145.153275,-2664.741391,-78448.178995
1019.000245,-2960.823768,0.000000,-77835.302597
1019.002823,-3256.906145,1036.288319,-77222.426198
1019.005401,-1036.288319,-5921.647536,-78448.178995
1019.007979,1924.535449,-4293.194464,-77069.207099
1019.010558,148.041188,-1776.494261,-77375.645298
1019.013136,-1184.329507,-1480.411884,-78907.836294
1019.015714,-1480.411884,-1776.494261,-79520.712692
1019.018292,-2516.700203,-3849.070898,-78601.398095
1019.020870,-4293.194464,0.000000,-77988.521696
1019.023449,-2072.576638,-1628.453072,-79367.493593
1019.026027,1776.494261,-3404.947333,-79061.055394
1019.028605,0.000000,-4885.359217,-78601.398095
1019.031183,-2368.659014,-3701.029710,-77375.645298
1019.033761,-6957.935855,-3849.070898,-78294.959896
1019.036339,-5033.400406,-8882.471304,-78294.959896
1019.038918,-3701.029710,-7698.141797,-78294.959896
1019.041496,3849.070898,-888.247130,-78294.959896
1019.044074,2812.782580,444.123565,-78754.617194
1019.046652,-5921.647536,0.000000,-78754.617194
1019.049230,-3256.906145,888.247130,-77222.426198
1019.051809,1628.453072,-740.205942,-78448.178995
1019.054387,-592.164754,-2812.782580,-77222.426198
