#time,accel_x,accel_y,accel_z
257.817709,3849.070898,-1332.370696,-79061.055394
257.820243,1036.288319,-592.164754,-79367.493593
257.822778,-1332.370696,-296.082377,-79214.274493
257.825312,2664.741391,148.041188,-79367.493593
257.827846,888.247130,-148.041188,-79827.150892
257.830381,0.000000,-296.082377,-78754.617194
257.832915,1628.453072,296.082377,-78448.178995
257.835449,-2516.700203,0.000000,-78907.836294
257.837984,-2960.823768,-296.082377,-77682.083497
257.840518,0.000000,-148.041188,-77988.521696
257.843053,-296.082377,-740.205942,-77222.426198
257.845587,1036.288319,-740.205942,-76915.987999
257.848121,-592.164754,-1332.370696,-77835.302597
257.850656,2220.617826,-1184.329507,-77682.083497
257.853190,2960.823768,-1036.288319,-77375.645298
257.855724,1924.535449,-1628.453072,-78907.836294
257.858259,4441.235652,-888.247130,-78907.836294
257.860793,3404.947333,-1184.329507,-78294.959896
257.863328,740.205942,-148.041188,-78141.740796
257.865862,1924.535449,-444.123565,-77988.521696
257.868396,0.000000,-740.205942,-78448.178995
257.870931,296.082377,-592.164754,-75996.673402
257.873465,-740.205942,-444.123565,-76915.987999
257.875999,-1480.411884,-740.205942,-77069.207099
257.878534,148.041188,-444.123565,-75537.016103
257.881068,-1036.288319,-444.123565,-77222.426198
257.883603,-148.041188,-2072.576638,-77222.426198
257.886137,2664.741391,-1036.288319,-76149.892501
257.888671,1332.370696,444.123565,-77835.302597
257.891206,3256.906145,-1036.288319,-78448.178995
257.893740,4145.153275,-1036.288319,-79214.274493
257.896275,3404.947333,-592.164754,-77682.083497
257.898809,5181.441594,-444.123565,-78141.740796
257.901343,1776.494261,-296.082377,-79061.055394
257.903878,1480.411884,888.247130,-77528.864398
257.906412,592.164754,1332.370696,-77988.521696
257.908946,-1184.329507,296.082377,-77069.207099
257.911481,1184.329507,-592.164754,-77528.864398
257.914015,-3701.029710,-740.205942,-77682.083497
257.916550,-740.205942,-592.164754,-77069.207099
257.919093,1924.535449,-740.205942,-78907.836294
257.921636,-1036.288319,-1184.329507,-77988.521696
257.924179,2960.823768,-1332.370696,-77069.207099
257.926722,3701.029710,-1628.453072,-79061.055394
257.929265,3108.864956,-1184.329507,-78141.740796
257.931809,888.247130,-444.123565,-79061.055394
257.934352,1332.370696,-592.164754,-78601.398095
257.936895,2516.700203,-740.205942,-78294.959896
257.939438,592.164754,-296.082377,-79367.493593
257.941981,1480.411884,148.041188,-77835.302597
257.944525,888.247130,-296.082377,-78601.398095
257.947068,-2812.782580,-148.041188,-78754.617194
257.949611,-1036.288319,-148.041188,-77835.302597
257.952154,-1628.453072,148.041188,-77835.302597
257.954697,1776.494261,-592.164754,-76149.892501
257.957241,1332.370696,-1628.453072,-76762.768900
257.959784,-444.123565,-1776.494261,-77528.864398
257.962327,2664.741391,-1036.288319,-76915.987999
257.964870,1924.535449,-1776.494261,-77375.645298
257.967413,2072.576638,-1776.494261,-78601.398095
257.969956,5033.400406,-888.247130,-77069.207099
257.972500,2664.741391,-888.247130,-77988.521696
257.975043,2516.700203,-740.205942,-78294.959896
257.977586,888.247130,-148.041188,-79367.493593
257.980129,444.123565,740.205942,-78448.178995
257.982672,2220.617826,-148.041188,-77222.426198
257.985216,-148.041188,148.041188,-78448.178995
257.987759,-1036.288319,148.041188,-76915.987999
257.990302,888.247130,-296.082377,-77835.302597
257.992845,-888.247130,-740.205942,-77988.521696
257.995388,1480.411884,-592.164754,-76762.768900
257.997931,2368.659014,-1480.411884,-77988.521696
258.000133,1628.453072,-592.164754,-77835.302597
258.002335,4293.194464,-592.164754,-78907.836294
258.004537,1924.535449,-1332.370696,-79980.369991
258.006739,4441.235652,296.082377,-78448.178995
258.008941,3701.029710,-296.082377,-79673.931792
258.011143,1776.494261,-148.041188,-79367.493593
258.013345,6957.935855,1036.288319,-77375.645298
258.015546,1184.329507,-3256.906145,-79520.712692
258.017748,4737.318029,-13619.789333,-81052.903688
258.019950,3256.906145,3256.906145,-78141.740796
258.022152,-1332.370696,-19985.560434,-80440.027290
258.024354,1036.288319,3997.112087,-77069.207099
258.026556,2220.617826,-12879.583391,-80133.589091
258.028758,148.041188,-7550.100608,-78294.959896
258.030959,-1184.329507,-9622.677246,-75996.673402
258.033161,-2368.659014,-6513.812290,-75996.673402
258.035363,3256.906145,-592.164754,-78141.740796
